 Persistent EPS in the Last Four Seasons, Net Income to Total Assets, Per Share Net profit before tax (Yuan ¥), Net profit before tax/Paid-in capital, ROA(C) before interest and depreciation before interest, ROA(B) before interest and depreciation after tax, ROA(A) before interest and % after tax, Debt ratio %,Class
18,74,14,14,42,47,46,18,1
16,71,13,13,37,40,39,18,1
15,55,8,8,34,38,25,30,1
18,77,14,14,42,47,49,20,1
18,71,14,14,39,43,42,14,1
21,79,17,16,48,53,54,19,1
19,76,15,15,43,48,48,14,1
18,43,7,8,42,45,11,33,1
20,78,15,15,45,51,52,20,1
10,51,8,7,15,16,15,23,1
21,79,17,16,49,54,55,17,1
21,80,17,17,47,53,55,14,1
19,76,15,15,44,49,50,11,1
13,54,9,9,20,22,17,22,1
22,80,18,18,49,54,56,19,1
20,79,16,16,47,52,53,23,1
12,42,9,9,12,11,10,23,1
21,79,17,16,48,53,54,14,1
21,79,17,17,50,54,53,9,1
19,73,15,15,40,44,44,11,1
20,77,16,16,44,49,51,16,1
21,78,16,16,47,52,53,18,1
13,61,10,11,25,27,28,24,1
19,77,15,15,45,50,50,16,1
16,75,13,13,41,46,47,21,1
19,76,15,15,43,48,49,17,1
17,69,13,13,33,37,37,16,1
20,77,15,15,45,50,51,21,1
20,78,16,16,44,50,52,10,1
17,69,13,13,35,38,40,16,1
19,76,15,15,43,48,49,17,1
19,77,15,15,44,49,50,19,1
15,73,12,12,40,44,45,23,1
19,76,15,15,44,48,49,17,1
21,80,17,17,48,52,54,15,1
12,59,9,10,23,26,27,24,1
21,79,16,16,48,54,53,20,1
18,76,14,14,42,47,49,20,1
20,78,16,16,46,50,51,19,1
8,50,6,7,6,5,5,30,1
16,75,13,13,41,46,47,21,1
19,78,15,15,44,50,52,17,1
17,76,13,13,42,47,48,20,1
15,72,11,11,43,46,44,23,1
21,80,17,17,49,55,54,17,1
21,81,17,17,47,52,56,13,1
20,79,16,16,47,52,53,16,1
17,45,13,13,27,24,18,17,1
20,78,16,16,45,50,51,19,1
10,60,7,7,20,23,23,28,1
12,71,9,9,37,42,41,27,1
20,78,16,15,46,51,52,21,1
21,80,17,17,47,52,55,12,1
20,76,15,15,44,48,50,21,1
11,60,8,9,22,25,27,25,1
18,74,15,15,44,48,46,18,1
19,76,15,15,46,51,48,19,1
20,76,16,16,43,48,49,5,1
22,80,18,18,50,55,56,19,1
19,76,15,15,43,49,48,11,1
20,78,16,16,45,51,52,19,1
22,80,17,17,50,55,56,20,1
14,51,8,8,25,29,18,15,1
19,68,15,15,34,38,37,4,1
18,74,14,15,40,45,46,12,1
18,71,14,14,37,41,42,16,1
18,75,14,14,41,46,47,13,1
17,75,13,13,43,47,46,20,1
20,79,16,16,46,51,53,16,1
19,69,15,15,36,40,37,9,1
20,76,15,15,44,48,49,22,1
17,74,14,15,44,48,46,18,1
17,75,13,13,43,47,47,20,1
20,76,15,15,44,48,49,22,1
20,77,16,16,44,49,50,14,1
21,79,17,16,48,53,54,19,1
19,76,15,15,43,48,49,17,1
17,72,13,13,39,43,44,18,1
17,69,13,13,34,37,39,16,1
18,75,14,14,43,47,46,20,1
17,74,13,13,40,44,45,20,1
19,76,14,14,46,51,48,18,1
21,79,17,16,46,52,53,13,1
20,78,16,16,45,51,52,21,1
15,66,12,12,31,34,34,16,1
19,76,15,15,46,50,48,19,1
16,66,12,13,31,34,35,15,1
21,79,16,16,45,51,52,19,1
18,73,14,14,39,44,44,14,1
0,65,0,0,26,29,30,31,1
16,72,12,12,37,42,43,20,1
21,80,17,17,49,55,54,18,1
14,71,11,11,36,40,39,19,1
18,48,7,8,41,44,14,33,1
16,68,11,11,36,42,36,10,1
19,76,15,15,43,48,49,17,1
19,77,16,16,44,49,51,12,1
17,70,13,13,36,40,40,16,1
19,76,15,15,44,49,50,19,1
16,71,13,13,37,40,40,18,1
12,50,9,8,19,21,19,19,1
18,74,14,14,41,45,47,22,1
19,77,14,14,45,50,50,21,1
18,75,14,15,41,46,46,12,1
17,77,13,15,47,51,51,26,1
21,79,17,17,49,54,54,9,1
21,79,17,16,48,53,54,19,1
19,77,15,15,46,51,51,20,1
16,69,13,13,35,38,40,15,1
19,76,15,15,42,47,49,17,1
16,66,12,13,31,34,35,15,1
22,80,17,17,49,55,56,17,1
16,70,13,13,42,46,47,20,1
15,70,13,13,36,39,39,19,1
16,71,13,13,37,40,41,19,1
19,77,15,15,46,51,51,21,1
18,71,13,13,37,41,41,16,1
14,54,8,8,31,36,26,28,1
22,80,17,17,50,55,56,18,1
19,76,14,14,43,48,49,17,1
16,45,12,12,24,25,18,16,1
19,75,15,15,43,49,47,14,1
20,78,16,16,44,50,52,10,1
16,70,13,13,36,39,39,13,1
20,78,16,16,45,50,51,19,1
17,71,13,13,37,41,41,18,1
21,79,17,16,48,53,54,19,1
19,76,15,15,43,48,49,17,1
17,69,13,13,34,37,38,16,1
20,78,16,16,45,50,51,19,1
19,76,15,15,43,48,48,14,1
18,77,14,14,42,47,49,20,1
14,54,8,8,31,36,26,27,1
18,75,14,14,40,44,47,15,1
18,71,13,13,40,45,42,22,1
19,74,15,15,42,46,46,14,1
16,59,12,12,26,29,28,12,1
18,75,14,14,39,43,47,15,1
20,78,16,15,45,51,51,19,1
16,73,12,13,41,45,44,21,1
16,69,13,13,33,37,38,19,1
20,78,16,16,46,51,53,22,1
14,72,11,11,43,47,44,23,1
21,79,17,17,49,54,54,17,1
8,52,6,7,5,4,4,30,1
18,75,14,14,41,45,46,21,1
18,71,13,13,37,41,41,16,1
19,62,15,15,38,36,30,5,1
16,74,13,13,40,46,46,19,1
13,50,8,7,26,28,17,23,1
18,66,14,14,33,35,35,4,1
16,63,13,13,30,32,32,13,1
19,76,15,15,43,48,49,17,1
15,72,11,11,43,46,44,23,1
16,71,13,13,37,40,39,19,1
17,74,13,13,40,45,45,19,1
11,67,8,8,33,37,38,28,1
17,71,13,13,37,41,42,19,1
19,78,15,15,44,50,52,17,1
15,70,12,12,36,38,39,21,1
19,77,15,15,48,53,49,15,1
19,78,15,15,45,49,51,18,1
18,74,14,14,42,47,46,18,1
16,66,12,13,31,34,35,15,1
12,70,10,10,36,39,39,19,1
18,72,14,14,38,43,43,16,1
12,53,9,8,20,22,18,20,1
20,78,15,15,46,51,52,21,1
19,76,15,15,47,52,49,18,1
20,76,15,15,45,50,48,19,1
21,79,17,16,48,53,54,19,1
20,78,16,16,45,51,52,21,1
19,78,15,15,44,49,52,17,1
16,74,11,11,38,44,44,20,1
19,76,15,15,46,51,49,19,1
20,78,16,16,46,51,53,22,1
21,79,17,16,49,54,53,18,1
21,79,17,16,49,54,54,17,1
21,79,17,16,49,54,53,18,1
18,75,14,15,41,46,46,12,1
16,69,13,13,34,38,39,17,1
20,79,17,16,46,51,54,16,1
18,77,14,14,45,50,50,21,1
20,78,16,16,45,51,52,18,1
16,69,13,13,33,37,38,18,1
21,80,17,17,48,53,54,10,1
16,69,13,13,34,38,39,17,1
20,78,15,15,46,51,52,21,1
15,72,11,11,43,46,44,23,1
22,80,17,17,49,55,56,17,1
20,79,17,16,46,51,53,17,1
18,74,14,14,41,45,46,22,1
21,79,16,16,49,54,53,19,1
20,78,16,16,46,50,51,19,1
11,68,8,8,34,38,39,28,1
20,79,17,17,47,53,54,15,1
19,75,14,14,43,48,47,14,1
20,78,16,16,48,52,51,11,1
22,80,18,18,49,54,56,19,1
18,74,14,15,42,47,46,11,1
21,79,17,17,47,52,53,6,1
20,79,16,16,46,51,53,17,1
19,76,14,14,43,48,49,17,1
19,75,14,14,43,48,47,14,1
19,73,15,15,40,44,44,11,1
19,77,15,15,44,49,51,19,1
16,69,12,12,33,37,37,20,1
20,76,15,15,43,49,49,12,1
15,72,11,11,38,43,43,19,1
19,77,15,15,43,48,50,20,1
20,79,17,17,47,53,54,15,1
20,78,16,16,45,50,51,18,1
20,78,16,16,46,51,51,11,1
16,74,11,11,38,45,46,20,1
21,80,17,17,49,55,54,18,1
18,75,15,14,43,47,47,20,1
18,73,13,13,39,44,44,15,1
20,78,16,16,48,52,51,11,1
21,80,17,17,48,52,54,15,1
21,79,17,17,48,53,54,8,1
15,64,11,11,31,34,31,26,1
20,78,16,15,47,52,51,16,1
21,79,17,16,47,53,54,14,1
19,76,15,15,43,48,49,18,1
21,78,16,16,46,51,52,10,1
11,59,7,7,20,22,21,27,1
16,69,12,12,36,39,39,14,1
16,74,11,11,38,45,45,21,1
20,76,14,15,44,50,50,21,1
21,79,16,16,49,55,53,19,1
19,76,15,15,43,49,48,12,1
20,78,16,16,46,51,53,22,1
18,74,14,14,43,47,46,19,1
19,77,15,15,45,51,51,18,1
21,79,17,17,48,53,53,7,1
21,79,17,17,49,54,53,10,1
11,71,8,8,39,44,42,29,1
23,80,18,18,49,55,57,19,1
16,75,13,13,41,46,47,21,1
12,59,9,10,23,25,25,24,1
21,79,17,17,48,53,54,8,1
18,74,15,15,44,48,46,18,1
19,74,15,15,49,52,46,22,1
16,43,12,12,24,23,14,11,1
21,79,16,16,46,52,53,12,1
20,78,16,16,46,51,52,15,1
20,78,16,16,46,51,52,16,1
21,79,17,17,48,53,54,12,1
15,51,11,11,21,23,17,21,1
18,68,14,14,34,36,37,2,1
21,79,17,17,50,55,55,14,1
20,78,16,16,45,50,51,18,1
19,77,15,15,43,48,50,20,1
19,74,15,15,43,47,46,13,1
18,75,14,14,41,46,47,15,1
18,74,13,13,43,48,45,21,1
19,73,12,13,44,48,44,21,1
16,71,13,13,37,40,39,18,1
21,79,17,17,47,52,54,13,1
14,57,9,9,29,34,29,18,1
20,76,15,15,47,50,48,18,1
20,78,16,16,46,51,52,16,1
18,74,15,15,44,48,46,17,1
19,74,13,13,44,48,44,20,1
19,76,15,15,45,49,49,20,1
13,70,11,11,36,38,39,20,1
22,80,18,18,56,60,57,14,1
18,69,14,14,35,40,38,9,1
20,78,16,16,45,51,52,21,1
19,74,15,15,48,51,47,22,1
21,79,17,16,49,54,54,17,1
17,74,13,14,40,45,45,21,1
21,80,17,17,48,53,54,16,1
14,52,9,9,25,29,20,12,1
21,79,16,16,49,54,53,19,1
19,77,15,15,45,50,51,18,1
15,58,10,10,28,32,29,15,1
18,77,14,15,47,51,51,25,1
18,74,14,14,43,47,46,19,1
21,78,16,16,46,51,52,11,1
20,78,16,16,46,51,51,16,1
21,80,17,17,47,52,54,14,1
20,78,16,16,45,51,52,18,1
19,76,15,15,45,49,49,19,1
17,65,12,12,37,39,33,8,1
20,78,16,16,44,49,52,11,1
19,74,14,14,43,47,46,18,1
18,74,14,14,43,47,46,18,1
9,60,6,6,20,23,23,29,1
20,78,16,16,45,51,52,17,1
9,52,6,6,23,26,23,44,1
16,71,12,12,38,42,41,17,1
19,76,15,15,45,49,49,19,1
22,80,18,18,56,60,57,15,1
18,75,14,15,41,46,47,13,1
15,70,12,12,33,37,38,21,1
21,79,16,16,45,51,52,19,1
16,73,13,13,41,46,47,21,1
20,78,16,16,45,51,52,18,1
15,42,11,11,23,20,10,7,1
18,73,14,14,39,44,44,14,1
19,76,15,15,47,52,49,19,1
19,76,15,15,45,49,49,21,1
21,79,17,17,47,52,53,6,1
21,79,17,16,49,54,53,18,1
11,71,8,8,38,44,41,28,1
20,79,16,16,46,51,52,17,1
19,76,15,15,47,52,50,20,1
13,54,9,9,20,22,17,21,1
21,80,17,17,49,55,54,18,1
13,42,9,10,11,11,10,23,1
18,71,15,15,37,41,43,16,1
16,69,13,13,35,38,39,13,1
17,74,13,13,40,46,46,19,1
21,79,16,16,46,51,52,13,1
16,73,13,13,41,46,47,21,1
20,78,16,16,44,49,51,14,1
22,80,17,17,50,56,56,20,1
16,55,8,8,33,37,24,26,1
20,78,16,16,45,51,52,20,1
21,79,16,16,46,51,53,19,1
21,79,17,16,48,53,54,19,1
21,79,17,17,49,54,55,17,1
18,75,14,14,41,46,47,14,1
17,72,14,14,39,44,43,18,1
18,77,14,14,42,47,49,20,1
17,71,13,13,37,41,41,17,1
17,73,13,13,39,43,43,14,1
19,76,15,15,44,48,49,17,1
21,80,17,17,47,52,55,13,1
19,77,14,14,46,50,49,16,1
18,74,15,15,44,48,46,18,1
16,74,11,11,38,44,45,21,1
19,74,15,15,49,52,46,22,1
18,75,15,14,43,47,48,21,1
18,74,14,15,40,45,45,12,1
20,79,17,16,46,51,53,17,1
18,77,14,14,42,47,49,20,1
12,60,9,10,25,28,29,22,1
17,69,13,13,34,37,39,16,1
19,74,15,15,43,47,46,12,1
16,71,13,13,37,40,41,18,1
20,79,17,17,47,53,54,17,1
17,73,13,13,39,43,43,15,1
16,74,11,11,38,45,46,20,1
21,79,17,16,46,52,53,13,1
21,79,17,17,47,52,53,6,1
24,80,19,19,49,54,56,21,1
16,44,12,12,24,24,17,14,1
19,77,15,15,44,50,51,16,1
18,74,14,14,43,47,46,19,1
20,76,14,15,44,50,49,23,1
20,76,14,15,44,50,49,22,1
19,77,15,15,44,49,50,19,1
19,75,15,15,46,50,48,21,1
12,71,8,9,37,42,42,16,1
19,77,14,14,45,49,50,21,1
19,78,15,15,45,49,51,18,1
20,78,16,16,45,51,52,17,1
19,75,15,15,41,46,46,15,1
21,79,16,16,49,53,53,16,1
20,79,17,17,47,53,54,16,1
20,78,16,16,47,52,52,18,1
20,78,16,16,45,50,51,18,1
15,70,13,13,34,38,39,20,1
19,76,15,15,43,48,49,17,1
18,75,14,14,42,47,47,15,1
20,79,16,16,46,51,53,17,1
19,74,14,14,44,48,45,20,1
20,78,16,16,45,51,52,17,1
20,76,15,15,44,48,50,21,1
21,79,16,16,46,52,53,11,1
11,53,8,7,20,22,20,21,1
17,71,13,13,38,41,43,19,1
16,63,12,12,25,33,32,12,1
19,76,15,15,43,48,49,15,1
15,43,11,11,23,21,12,8,1
18,76,14,14,42,47,49,19,1
21,79,17,16,48,53,54,19,1
14,47,10,9,30,26,16,21,1
16,69,13,13,35,38,39,12,1
20,76,16,16,44,48,50,22,1
20,77,16,16,44,49,51,16,1
21,80,17,17,47,52,55,13,1
18,74,14,14,43,47,46,19,1
18,77,14,15,47,51,51,23,1
20,78,16,16,44,50,53,18,1
21,79,17,17,47,52,54,13,1
18,73,14,14,39,43,43,13,1
19,75,15,15,42,46,46,14,1
21,79,17,17,47,53,54,13,1
16,73,11,11,38,43,44,20,1
22,80,18,18,48,52,55,14,1
15,46,7,7,33,35,14,27,1
21,79,17,16,49,54,54,18,1
16,42,14,14,34,20,12,14,1
1,63,0,0,25,28,29,35,1
16,66,13,13,32,34,35,15,1
21,79,17,16,48,53,54,22,1
17,75,13,13,42,46,47,21,1
18,71,13,13,35,39,39,11,1
20,79,16,16,46,51,52,17,1
18,74,14,14,41,45,46,22,1
17,72,13,13,39,43,44,17,1
12,49,9,8,15,16,16,19,1
17,74,14,14,41,45,45,20,1
10,47,7,8,8,7,7,28,1
21,79,16,16,46,52,53,11,1
18,74,14,14,43,47,46,18,1
17,72,13,13,39,43,44,16,1
22,80,18,18,56,60,57,14,1
11,70,8,8,37,42,41,28,1
20,77,16,16,44,49,50,11,1
13,45,9,10,10,11,11,21,1
19,78,15,15,44,49,52,17,1
18,74,15,15,44,48,46,17,1
18,74,14,14,41,46,46,15,1
13,51,8,7,28,31,20,23,1
21,80,17,17,48,52,54,15,1
15,70,13,13,36,38,39,20,1
19,76,15,15,43,49,48,12,1
19,64,15,15,36,36,33,3,1
21,80,17,17,49,55,55,18,1
21,79,17,16,48,53,54,20,1
21,79,17,17,48,53,54,18,1
23,81,17,17,49,55,56,21,1
21,79,17,16,49,54,54,18,1
21,78,16,16,46,51,52,11,1
16,73,12,12,38,43,44,20,1
22,80,18,18,48,52,55,14,1
18,74,14,14,42,47,46,19,1
20,77,15,15,45,50,51,20,1
21,79,17,16,48,53,54,22,1
17,75,13,13,41,46,47,21,1
16,66,13,13,32,34,35,15,1
21,79,17,16,49,55,53,18,1
19,77,15,15,44,49,50,10,1
16,71,13,13,37,40,41,18,1
20,79,16,16,46,51,52,16,1
22,80,17,17,50,55,56,18,1
21,79,17,17,48,53,54,12,1
18,74,14,14,41,45,46,22,1
20,78,16,16,47,52,52,18,1
19,77,14,14,45,50,50,21,1
18,75,14,14,41,46,47,15,1
18,76,14,14,42,47,49,18,1
17,74,13,13,40,44,45,20,1
17,76,13,13,43,47,48,21,1
16,70,13,13,36,39,39,19,1
21,79,17,17,47,53,54,13,1
16,71,13,13,37,40,42,20,1
17,71,13,13,38,41,41,16,1
22,80,18,18,50,55,56,19,1
22,80,17,17,49,55,56,19,1
18,74,13,13,43,48,45,21,1
20,77,16,16,46,52,51,16,1
21,79,17,17,48,52,53,6,1
18,75,14,14,41,46,47,14,1
19,73,14,14,44,48,45,19,1
20,78,16,16,45,51,52,18,1
16,71,13,13,38,41,40,15,1
18,74,14,15,40,45,45,12,1
17,75,14,13,44,49,48,18,1
12,48,9,9,10,11,12,19,1
19,76,14,14,43,48,49,17,1
21,79,17,16,49,54,54,18,1
16,64,12,12,31,34,32,10,1
21,79,17,16,49,54,54,17,1
15,70,13,13,34,38,39,20,1
19,75,15,15,47,52,48,20,1
18,68,14,14,34,36,37,3,1
19,78,16,16,44,49,53,22,1
19,77,15,15,46,51,50,16,1
17,74,13,13,40,44,45,21,1
20,77,16,16,44,49,50,13,1
9,48,7,7,7,6,6,29,1
19,77,15,15,44,49,51,10,1
15,71,11,12,36,41,40,23,1
16,62,12,12,25,31,30,11,1
16,74,13,13,40,46,46,20,1
22,80,17,17,50,55,56,14,1
21,79,17,16,49,54,54,17,1
17,72,13,13,39,42,42,14,1
21,79,17,16,46,52,53,13,1
16,65,12,12,31,34,33,16,1
21,78,16,16,46,51,52,19,1
21,79,17,17,48,54,53,12,1
1,63,0,0,25,28,29,35,1
21,79,17,17,48,53,54,12,1
20,78,16,16,44,49,52,11,1
17,73,13,13,39,43,43,15,1
20,76,16,16,44,48,50,22,1
15,71,11,11,38,44,42,27,1
19,77,15,15,45,50,51,18,1
18,73,14,14,39,43,43,14,1
19,74,15,15,43,47,46,12,1
16,71,13,13,37,40,40,18,1
15,72,12,12,41,44,44,24,1
17,70,13,13,36,40,40,16,1
11,68,8,8,34,38,39,28,1
14,72,10,11,38,43,43,16,1
21,79,17,17,49,53,53,7,1
20,78,16,16,44,49,52,17,1
18,75,14,14,42,47,47,14,1
21,79,17,16,48,54,54,13,1
17,76,13,15,46,50,51,26,1
17,71,13,13,37,41,41,18,1
20,79,16,16,46,51,52,16,1
18,74,13,14,43,47,45,20,1
16,71,13,13,37,41,40,18,1
17,68,13,13,34,38,38,8,1
18,71,14,14,37,41,42,16,1
23,80,18,18,53,58,57,16,1
20,77,16,16,44,49,51,15,1
21,80,17,17,49,55,54,18,1
14,72,10,11,38,43,43,16,1
16,69,13,13,34,38,39,18,1
20,78,16,16,46,51,51,16,1
18,45,7,8,42,45,12,33,1
16,74,12,12,39,44,45,21,1
18,75,14,14,42,47,46,20,1
14,57,10,10,14,16,11,19,1
19,76,15,15,44,49,50,19,1
17,73,13,13,39,43,43,14,1
17,72,13,13,39,42,42,14,1
18,72,14,14,39,45,43,18,1
12,67,9,9,34,38,38,27,1
21,79,17,17,47,52,54,13,1
21,79,16,16,46,51,53,12,1
15,50,11,11,22,24,18,20,1
21,79,16,16,48,54,53,19,1
19,68,15,15,34,37,37,4,1
11,68,8,8,34,38,39,28,1
20,78,16,16,44,49,52,10,1
16,74,11,11,38,45,46,20,1
12,71,9,9,37,42,41,27,1
21,79,17,16,48,53,54,19,1
2,63,1,1,27,31,30,31,1
18,74,14,14,40,45,46,15,1
18,69,14,14,34,38,38,8,1
18,75,14,14,41,46,46,22,1
16,65,13,13,32,34,34,14,1
20,78,15,15,46,51,51,19,1
19,76,15,15,47,52,49,19,1
21,78,16,16,45,51,52,19,1
16,60,11,11,32,34,29,18,1
20,79,17,17,48,53,54,16,1
11,60,8,9,23,26,27,25,1
20,76,14,15,44,50,49,23,1
21,79,16,16,46,52,53,8,1
19,73,14,14,39,45,45,12,1
20,79,17,16,44,50,54,17,1
19,77,15,15,46,50,50,16,1
12,71,8,9,37,42,42,16,1
22,80,17,17,49,56,55,18,1
19,76,15,15,44,48,49,17,1
22,80,18,18,48,52,55,14,1
15,71,12,12,36,40,39,21,1
21,79,16,16,49,54,53,19,1
18,74,14,15,44,48,46,18,1
17,71,13,13,38,42,41,16,1
17,76,14,13,45,49,49,19,1
18,74,15,14,43,47,46,19,1
20,78,16,16,45,51,52,18,1
19,78,15,15,44,49,52,17,1
20,78,16,16,46,50,51,19,1
19,76,15,15,46,51,49,19,1
20,78,16,16,45,51,52,19,1
22,80,17,17,48,53,55,13,1
17,76,13,13,42,47,48,20,1
20,77,16,16,45,51,51,16,1
21,79,17,16,48,53,54,19,1
13,68,10,10,32,36,36,24,1
19,77,15,15,44,49,51,20,1
17,76,14,13,44,49,49,18,1
12,55,9,9,3,3,2,17,1
16,67,12,13,31,34,35,16,1
21,79,17,16,46,52,53,13,1
16,71,13,13,37,40,42,20,1
15,72,11,11,38,43,43,16,1
18,74,14,14,41,45,46,22,1
21,78,16,16,46,51,52,10,1
12,50,8,7,25,27,18,21,1
19,77,15,15,43,48,49,15,1
17,68,11,11,36,41,36,9,1
22,80,17,17,49,55,56,17,1
17,70,14,14,36,40,38,11,1
19,74,14,14,42,47,46,18,1
13,55,8,8,29,34,27,28,1
11,45,8,8,9,8,8,27,1
18,71,13,13,37,41,41,16,1
21,80,17,17,48,53,54,11,1
20,76,16,16,44,49,50,23,1
15,64,12,12,26,28,27,27,1
21,79,17,17,50,54,53,8,1
17,71,13,13,37,41,42,19,1
21,78,16,16,46,51,52,10,1
21,79,16,16,46,51,53,16,1
3,63,1,1,27,31,30,31,1
20,79,16,16,47,51,53,23,1
22,80,17,17,49,56,55,18,1
19,77,15,15,44,49,50,19,1
17,72,13,13,38,42,41,16,1
16,71,13,13,37,40,41,19,1
16,74,12,12,39,45,46,19,1
21,78,16,16,46,52,53,18,1
19,77,15,15,44,50,51,16,1
20,78,16,16,45,51,52,18,1
17,70,13,13,36,40,40,16,1
21,80,17,17,47,52,55,13,1
17,74,14,14,41,45,45,20,1
13,46,10,10,14,14,11,24,1
21,79,17,16,49,54,54,18,1
18,71,13,13,36,40,40,15,1
19,77,15,15,45,50,50,16,1
19,76,15,15,48,52,49,15,1
20,78,16,15,46,51,52,21,1
20,76,15,15,43,49,48,13,1
16,71,13,13,37,40,42,20,1
20,76,16,16,44,49,50,23,1
19,74,15,15,49,52,46,22,1
18,71,15,15,37,41,43,16,1
19,77,15,15,44,49,51,18,1
12,52,9,8,20,22,18,20,1
20,79,16,16,46,51,53,16,1
20,76,15,15,44,49,48,19,1
19,76,15,15,47,52,50,20,1
20,79,17,16,44,50,53,17,1
20,78,16,16,44,49,51,12,1
19,78,15,15,44,49,52,17,1
20,78,16,16,45,50,51,18,1
17,74,14,14,40,45,46,20,1
19,76,15,15,48,52,49,15,1
20,78,15,15,46,51,52,20,1
21,79,17,17,47,53,54,14,1
19,77,16,16,44,49,50,12,1
13,53,7,7,30,34,26,30,1
20,78,16,15,47,53,50,16,1
14,54,8,8,31,36,26,28,1
16,72,13,13,39,43,44,19,1
19,76,14,15,45,50,49,21,1
19,74,15,15,43,47,46,11,1
19,77,16,16,44,49,51,11,1
18,69,14,14,34,37,37,4,1
20,78,16,16,50,54,52,9,1
18,77,14,14,42,47,49,20,1
20,78,16,16,44,49,52,17,1
21,81,17,17,47,52,56,13,1
22,80,18,18,48,52,55,14,1
17,72,13,13,39,43,44,18,1
13,55,9,9,21,23,16,23,1
18,74,14,14,42,47,46,19,1
20,78,16,16,45,51,52,18,1
16,71,12,12,36,41,41,21,1
16,74,12,12,40,45,46,21,1
15,74,12,12,41,46,46,21,1
18,70,14,14,34,38,39,9,1
16,66,12,13,31,34,35,15,1
19,77,15,15,43,48,50,19,1
22,80,17,17,48,55,56,20,1
22,81,17,17,49,55,56,21,1
19,74,14,14,44,48,45,19,1
12,59,9,9,24,28,29,23,1
21,79,17,17,48,53,54,8,1
20,77,16,16,45,51,51,16,1
20,78,16,16,46,51,52,17,1
19,75,15,15,42,46,46,14,1
21,79,17,16,49,54,54,17,1
21,78,16,16,46,51,52,12,1
20,78,16,15,46,51,52,21,1
18,44,7,8,42,45,12,33,1
18,74,14,14,41,45,46,22,1
21,78,16,16,47,52,53,18,1
20,78,16,16,45,51,52,19,1
15,64,11,11,34,34,33,17,1
19,75,15,15,43,48,47,12,1
12,59,9,9,24,27,29,23,1
20,78,16,16,45,51,52,19,1
17,71,12,12,38,44,42,26,1
19,73,14,14,39,45,45,12,1
13,47,9,10,10,11,11,19,1
23,80,18,18,55,60,57,15,1
11,71,8,8,36,41,41,17,1
17,74,13,13,40,45,45,19,1
16,56,8,8,37,41,23,31,1
21,80,17,17,47,52,55,13,1
22,80,17,17,50,55,56,18,1
17,69,13,13,34,38,39,9,1
18,75,14,14,41,46,47,15,1
17,74,13,13,40,44,45,21,1
14,48,10,10,7,7,5,16,1
18,71,13,13,37,41,41,16,1
19,77,15,15,43,48,50,19,1
16,75,13,13,41,46,47,21,1
17,74,13,13,41,45,47,21,1
21,79,17,16,46,52,53,13,1
22,80,18,18,48,52,55,14,1
19,76,15,15,46,51,50,18,1
18,75,14,14,41,46,47,14,1
21,80,17,17,49,55,54,18,1
21,80,17,17,49,55,54,18,1
20,78,16,16,45,51,52,17,1
19,78,15,15,44,49,51,15,1
14,62,11,11,25,28,28,25,1
17,72,13,13,38,42,41,16,1
20,78,16,16,45,50,52,18,1
9,51,7,7,10,10,10,27,1
16,73,11,11,38,43,44,20,1
20,76,16,16,44,48,50,22,1
11,68,8,8,34,38,39,28,1
16,43,14,14,36,20,13,17,1
16,63,12,12,25,33,32,12,1
21,80,17,17,48,53,54,18,1
20,78,16,16,45,51,52,17,1
21,78,16,16,45,51,52,19,1
20,78,16,16,45,51,52,18,1
21,79,17,16,46,52,53,13,1
17,71,13,13,37,41,41,17,1
19,75,15,15,42,46,46,13,1
15,55,8,8,36,40,23,31,1
12,51,9,8,20,22,19,19,1
15,45,12,11,33,23,15,19,1
19,73,12,13,44,48,44,21,1
21,79,16,16,49,53,53,16,1
18,68,14,14,34,36,37,4,1
14,70,10,11,35,40,39,24,1
18,74,13,13,43,48,44,21,1
12,70,10,10,36,39,39,19,1
15,74,12,12,41,46,46,21,1
21,79,17,17,50,54,53,8,1
16,69,13,13,34,38,39,16,1
17,77,13,14,46,50,50,25,1
21,79,17,17,47,52,54,13,1
14,54,10,11,5,6,4,11,1
19,77,15,15,43,48,50,19,1
19,77,15,15,44,49,51,19,1
16,71,12,12,36,41,41,21,1
15,65,12,12,31,32,30,21,1
16,74,12,12,39,45,45,19,1
21,80,17,17,49,55,54,18,1
22,80,17,17,48,55,55,19,1
13,55,9,9,20,22,17,22,1
20,76,15,15,44,50,50,23,1
13,45,10,10,10,9,8,20,1
18,75,14,14,43,47,46,14,1
13,71,9,9,38,43,42,28,1
17,76,13,13,42,47,48,20,1
17,71,12,12,38,44,42,26,1
20,77,15,15,45,50,51,21,1
17,71,13,13,39,42,41,15,1
18,75,14,14,41,46,47,12,1
19,76,15,15,43,48,49,17,1
10,65,8,8,32,35,35,27,1
19,73,12,13,44,48,44,21,1
19,74,15,15,44,47,46,13,1
21,78,16,16,47,52,53,18,1
16,70,13,13,36,39,39,13,1
15,70,13,13,36,39,41,20,1
19,76,15,15,48,52,49,15,1
16,70,13,13,35,38,39,19,1
18,62,14,14,38,35,30,6,1
16,69,13,13,35,38,40,15,1
19,74,14,14,43,47,46,18,1
19,76,15,15,44,48,49,17,1
20,78,15,15,46,51,51,19,1
19,78,16,16,44,50,52,20,1
20,79,17,16,44,50,54,17,1
16,73,11,11,38,43,44,20,1
22,80,17,17,49,55,56,17,1
20,78,15,15,46,51,51,19,1
